Serotype,Region,Subregion,Country,Admin.level.1,Latitude,Longitude,Animal.type,Species,Report.date
H5N1,Asia,South-Eastern Asia,Thailand,Suphanburi,14.4722,100.0816,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.3061,105.670416,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.351105,105.734393,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.562052,105.385718,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.635727,106.300897,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.686187,106.286788,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.842069,105.989845,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.137609,106.527319,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,An Giang,10.381812,105.388518,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.425262,106.43732,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.498901,106.405222,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.611915,106.400786,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.611915,106.400786,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.652213,106.383428,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.905056,105.830881,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.2865,106.56841,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.497628,106.448429,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.497628,106.448429,Domestic,Unspecified Bird,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.641254,106.132356,Domestic,Unspecified Bird,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.653949,106.239195,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.916214,106.48797,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,21.270002,105.873716,Domestic,Unspecified Bird,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.426236,104.687071,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.536949,105.47778,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.327821,105.658087,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.437516,106.45732,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.693073,106.19835,Domestic,Duck,3/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.693073,106.19835,Domestic,Chicken,3/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.9936,100.2947,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.133,100.1658,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.9938,100.2948,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Suphanburi,14.2697,100.0533,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.3061,105.670416,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.398671,105.54112,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.4319,105.511624,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.635727,106.300897,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hau Giang,9.730323,105.439099,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.905471,106.285231,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.030452,106.213889,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.035189,106.148213,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.070216,105.647525,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.08731,105.828353,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.100317,105.709774,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.221982,106.583068,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.289694,106.403204,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.302889,106.353399,Domestic,Common Quail:coturnix Coturnix(Phasianidae),2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.311822,105.728076,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.312911,106.276435,Domestic,Common Quail:coturnix Coturnix(Phasianidae),2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.317443,106.39902,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.466286,106.49559,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.49221,105.578489,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.494416,106.52442,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.510179,106.376968,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.517628,106.456655,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.552333,106.424872,Domestic,Common Quail:coturnix Coturnix(Phasianidae),2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.562705,106.394227,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.622459,106.544031,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Duong,11.00031,106.730562,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.31092,106.008062,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.313039,106.106099,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Phong City,20.659577,106.492642,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.910067,106.204851,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,20.927436,105.860012,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.064247,105.177473,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.142217,105.148269,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.200476,105.123233,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.688975,104.442152,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,Eastern Asia,China,Yunnan Sheng,22.696213,104.388926,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.698204,105.082876,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.715691,104.500769,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.731155,104.453086,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.817552,104.917456,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.828781,104.773933,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,23.014624,104.968528,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,23.107883,104.841428,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,23.148943,104.978749,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,23.287681,105.362906,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,10.002671,106.24859,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.176587,105.604469,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.418454,106.478911,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.418454,106.478911,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.425262,106.43732,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.437516,106.45732,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.437516,106.45732,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.469273,106.461575,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.469273,106.461575,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.610916,106.46703,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.331887,106.047585,Domestic,Duck,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.638144,104.457306,Domestic,Unspecified Bird,2/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.755017,105.34179,Domestic,Chicken,2/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5952,100.4447,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0725,100.2736,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0725,100.2736,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.01,100.355,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0225,100.178,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0725,100.2736,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Suphanburi,14.4663,99.8916,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phichit,16.5005,100.4741,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,16.5953,100.4448,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.1677,100.2191,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.1677,100.2192,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0225,100.1782,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Suphanburi,14.2338,99.9788,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0725,100.2736,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Suphanburi,14.2339,99.9788,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Phitsanulok,17.0225,100.1782,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ca Mau,9.18003,104.854385,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.3061,105.670416,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.536949,105.47778,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.558203,106.04153,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.723075,105.860655,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.956879,106.184814,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.11246,105.914913,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.178434,105.81693,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.280882,105.454996,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,An Giang,10.432828,105.488356,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,An Giang,10.46492,105.46857,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.505841,106.604436,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.510179,106.376968,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.537284,106.365416,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.541529,106.518426,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.551788,106.607767,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.579624,106.408571,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.60356,106.501556,Domestic,Common Quail:coturnix Coturnix(Phasianidae),1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.611966,106.299975,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.615091,106.56531,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.626144,106.219582,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.626529,106.256372,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.671993,106.311032,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.688059,105.40182,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.927468,105.551467,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.880893,105.579784,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.880893,105.579784,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.412905,104.744676,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.426236,104.687071,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.987605,105.171882,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,23.11459,105.140152,Domestic,Unspecified Bird,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.315767,105.489994,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.485841,106.079534,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.091312,105.960014,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.241374,105.691617,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.290121,105.6237,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.343341,105.54428,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.693073,106.19835,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.693073,106.19835,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.807436,105.923256,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.886926,106.396555,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.886926,106.396555,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.907029,106.403298,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.907029,106.403298,Domestic,Chicken,1/02/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ca Mau,9.147541,104.999402,Domestic,Duck,1/02/2005
H5N1,Asia,South-Eastern Asia,Thailand,Nong Khai,17.9419,102.5805,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.315767,105.489994,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.519359,106.061867,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.526282,105.422719,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Soc Trang,9.715121,105.950874,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.016729,106.112031,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.026104,105.722663,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.026104,105.722663,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.065754,105.807813,Domestic,Common Quail:coturnix Coturnix(Phasianidae),31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.068082,106.152173,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.100317,105.709774,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.255234,106.372911,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.264295,106.247639,Domestic,Common Quail:coturnix Coturnix(Phasianidae),31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.264295,106.247639,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.298677,106.375348,Domestic,Common Quail:coturnix Coturnix(Phasianidae),31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.302889,106.353399,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tien Giang,10.331064,106.432554,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.541529,106.518426,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,An Giang,10.585884,105.112734,Domestic,Unspecified Bird,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.659482,106.541667,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Nai,11.205992,107.306442,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.742748,105.714152,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.758452,105.77154,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.873158,106.183067,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,20.89498,106.344633,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.322978,105.065533,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.386027,105.015126,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Phu Tho,21.407161,105.001368,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ca Mau,9.185238,104.94684,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.498901,106.405222,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.498901,106.405222,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.552333,106.424872,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.552333,106.424872,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.880893,105.579784,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.895313,105.79781,Domestic,Duck,31/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.895313,105.79781,Domestic,Chicken,31/01/2005
H5N1,Asia,South-Eastern Asia,Thailand,Nong Khai,17.8883,102.5908,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.315767,105.489994,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.360466,105.493274,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.4319,105.511624,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tra Vinh,9.854983,106.355319,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hau Giang,9.957847,105.583142,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hau Giang,9.957847,105.583142,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.026104,105.722663,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.026104,105.722663,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Vinh Long,10.052114,105.842581,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Can Tho city,10.070216,105.647525,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tien Giang,10.296653,106.760664,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.327821,105.658087,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Dong Thap,10.339625,105.617846,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tien Giang,10.370167,106.415108,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.425262,106.43732,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.486619,106.446559,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.517628,106.456655,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.540886,106.407075,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.546913,106.051909,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.552333,106.424872,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.603908,106.378836,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.619408,106.355691,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.08941,106.268068,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.08941,106.268068,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.08941,106.268068,Domestic,Common Quail:coturnix Coturnix(Phasianidae),30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.314733,105.911431,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.56834,108.493048,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.88367,108.153693,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.757168,105.845975,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.757168,105.845975,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,21.069376,105.792021,Domestic,Unspecified Bird,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Hai Duong,21.08714,106.374729,Domestic,Chicken,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Noi City,21.253959,105.792441,Domestic,Unspecified Bird,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Lieu,9.351105,105.734393,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.451477,106.522199,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.572575,106.494035,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Long An,10.835971,106.309598,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.713901,108.26381,Domestic,Duck,30/01/2005
H5N1,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.713901,108.26381,Domestic,Chicken,30/01/2005
