Serotype,Region,Subregion,Country,Admin.level.1,Latitude,Longitude,Animal.type,Species,Report.date
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.901565,126.685885,Domestic,Unspecified Bird,31/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.4297,107.7464,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.10414,35.61045,Wild,Crane,15/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.10414,35.61045,Wild,Buzzard,15/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.10414,35.61045,Wild,Little Egret,15/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.10414,35.61045,Wild,Common Kestrel:falco Tinnunculus(Falconidae),15/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.43,107.746,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,36.858723,126.996191,Domestic,Unspecified Bird,20/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.81474,120.39459,Domestic,Chicken,24/12/2021
H5N1,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.804,105.781,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.75,127,Domestic,Unspecified Bird,20/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,36.728091,127.147014,Domestic,Unspecified Bird,14/12/2021
H5N1,Asia,Eastern Asia,Japan,Aomori,40.3783,141.2586,Domestic,Unspecified Bird,16/12/2021
H5N5,Asia,Southern Asia,Iran  (Islamic Republic of),Gilan,37.30477,49.53575,Domestic,Chicken,20/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.66345,120.169577,Domestic,Goose,24/12/2021
H5N5,Asia,Southern Asia,Iran  (Islamic Republic of),Gilan,37.23752,49.66177,Domestic,Unspecified Bird,20/12/2021
H5N1,Asia,Southern Asia,India,Kerala,9.62082,76.43694,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.62082,76.43694,Domestic,Duck,21/02/2022
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.792194,120.704527,Domestic,Chicken,24/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.886,108.379,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Nam Dinh,20.2348,106.191,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Tri,16.7039,107.1156,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Nam Dinh,20.389,106.069,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ngai,15.114,108.773,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Western Asia,Israel,Northern,32.677534,35.203135,Wild,Marbled Teal,9/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,35.8119,128.4139,Wild,Unspecified Bird,15/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.0833,105.9983,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.335,108.1978,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.0833,105.9983,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.0833,105.9983,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,Western Asia,Israel,Northern,32.677534,35.203135,Wild,Marbled Teal,15/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.051056,35.608884,Wild,Crane,9/12/2021
H5N1,Asia,Eastern Asia,Japan,Hirosima,34.486,133.3623,Domestic,Unspecified Bird,14/12/2021
H5N1,Asia,Eastern Asia,Japan,Saitama,36.1772,139.1814,Domestic,Unspecified Bird,14/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.62609,120.312046,Domestic,Goose,24/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.84181,120.39759,Domestic,Chicken,24/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.696972,126.840778,Wild,Unspecified Bird,2/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Nghe An,19.2135,105.6906,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,19.2135,105.6906,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,19.2135,105.6906,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,Western Asia,Israel,Northern,33.051056,35.608884,Wild,Crane,15/01/2022
H5N1,Asia,Southern Asia,India,Kerala,9.32893,76.40373,Domestic,Duck,21/02/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,19.214,105.691,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.743123,126.461829,Domestic,Chicken,7/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.25,128.75,Wild,Unspecified Bird,15/12/2021
H5N1,Asia,Southern Asia,India,Kerala,9.44113,76.39562,Domestic,Duck,21/02/2022
H5N1,Asia,Western Asia,Israel,Southern District,31.710947,34.743212,Domestic,Unspecified Bird,6/12/2021
H5N1,Asia,Western Asia,Israel,Northern,32.611712,35.202071,Wild,Crane,6/12/2021
H5N1,Asia,Eastern Asia,Japan,Tiba,35.7219,139.9305,Domestic,Unspecified Bird,8/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.59649,120.32746,Domestic,Turkey,24/12/2021
H5N1,Asia,Western Asia,Israel,Northern,32.611712,35.202071,Wild,Crane,15/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Lao Cai,22.541,103.888,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,36.751663,127.114909,Domestic,Chicken,7/12/2021
H5N1,Asia,Southern Asia,India,Kerala,9.32432,76.45214,Domestic,Duck,21/02/2022
H5N1,Asia,Eastern Asia,Japan,Kumamoto,33.0618,130.5415,Domestic,Unspecified Bird,8/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.916685,127.519788,Wild,Unspecified Bird,15/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.75,127,Wild,Unspecified Bird,15/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.1836,106.0096,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.0944,105.9606,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,Southern Asia,India,Kerala,9.33402,76.3865,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.723821,76.4415,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.34567,76.40164,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.625587,76.478303,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.625587,76.478303,Domestic,Duck,21/02/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.184,106.01,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.083,105.998,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Southern Asia,India,Kerala,9.34154,76.42215,Domestic,Duck,21/02/2022
H5N1,Asia,Western Asia,Israel,Central District,32.35708,34.904622,Wild,Pelecanidae (Unidentified):Pelecanidae (Incognita)(Pelecanidae),1/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.9085,126.999,Wild,Unspecified Bird,15/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.59697,120.31696,Domestic,Chicken,24/12/2021
H5N1,Asia,Western Asia,Israel,Central District,32.35708,34.904622,Wild,Pelecanidae (Unidentified):Pelecanidae (Incognita)(Pelecanidae),15/01/2022
H5N1,Asia,Southern Asia,India,Kerala,9.3421,76.4221,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.67966,76.4365,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.67966,76.43651,Domestic,Duck,21/02/2022
H5N1,Asia,Southern Asia,India,Kerala,9.67966,76.4365,Domestic,Duck,21/02/2022
H5N8,Asia,Southern Asia,India,Madhya Pradesh,23.718039,76.012809,Wild,Crow,7/12/2021
H5N5,Asia,Southern Asia,Iran  (Islamic Republic of),Mazandaran,36.67111,52.695661,Domestic,Duck,30/11/2021
H5Nx,Asia,Southern Asia,Pakistan,North-West Frontier,32.97863,70.59775,Domestic,Unspecified Bird,8/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangnam-do,35.091958,128.934921,Wild,Unspecified Bird,15/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,35.244709,127.013096,Domestic,Duck,26/11/2021
H5Nx,Asia,Southern Asia,Pakistan,North-West Frontier,33.94304,71.51808,Domestic,Unspecified Bird,8/12/2021
H5Nx,Asia,Southern Asia,Pakistan,North-West Frontier,33.94304,71.51808,Domestic,Unspecified Bird,8/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,37.0114,127.5753,Wild,Unspecified Bird,15/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ngai,15.3333,108.7684,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ngai,15.333,108.768,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.812,106.809,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Southern Asia,India,Kerala,9.349968,76.40387,Domestic,Unspecified Bird,16/12/2021
H5N1,Asia,Eastern Asia,China,Hebei Sheng,39.164856,118.299387,Wild,Common Shelduck (Tadorna Tadorna),30/11/2021
H5N8,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),24/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,36.9891,127.5654,Domestic,Chicken,26/11/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,22.78431,120.56626,Domestic,Chicken,24/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.8122,106.8093,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.8122,106.8093,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.8122,106.8093,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.812,106.809,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Southern Asia,India,Rajasthan,26.907907,75.1873,Wild,Crow,7/12/2021
H5N1,Asia,Western Asia,Israel,Southern District,31.694621,34.71798,Domestic,Turkey,18/11/2021
H5N1,Asia,Western Asia,Israel,Northern,32.645975,35.191412,Domestic,Duck,18/11/2021
H5N1,Asia,Western Asia,Israel,Southern District,31.694621,34.71798,Domestic,Turkey,25/11/2021
H5N1,Asia,Western Asia,Israel,Northern,32.645975,35.191412,Domestic,Duck,25/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.9234,126.7179,Domestic,Duck,26/11/2021
H5Nx,Asia,Southern Asia,Pakistan,North-West Frontier,33.906673,71.553397,Domestic,Unspecified Bird,8/12/2021
H5N1,Asia,Eastern Asia,Japan,Hyoogo,34.8154,134.6854,Domestic,Unspecified Bird,17/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.499518,126.694278,Domestic,Duck,26/11/2021
H5N1,Asia,Eastern Asia,Japan,Hyoogo,34.8154,134.6854,Domestic,Unspecified Bird,14/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.928897,126.739173,Wild,Unspecified Bird,15/12/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.76082,120.41421,Domestic,Goose,24/12/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,37.230491,127.441113,Wild,Unspecified Bird,21/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,37.22206,127.40076,Wild,Unspecified Bird,15/12/2021
H5N8,Asia,Eastern Asia,Japan,Kagosima,32.06249,130.30183,Domestic,Unspecified Bird,16/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,37.002162,127.57097,Domestic,Duck,26/11/2021
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.089118,130.321557,Domestic,Unspecified Bird,14/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.9143,126.722,Domestic,Unspecified Bird,13/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,36.985201,127.536352,Domestic,Unspecified Bird,13/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.677442,126.891861,Wild,Mandarin Duck:aix Galericulata(Anatidae),20/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,37,127.583,Domestic,Common Quail:coturnix Coturnix(Phasianidae),10/11/2021
H5N8,Asia,Eastern Asia,Japan,Akita,39.311333,140.553278,Domestic,Chicken,11/11/2021
H5N1,Asia,Eastern Asia,Japan,Miyazaki,31.916667,131.416667,Wild,Unspecified Bird,16/11/2021
H5N8,Asia,Eastern Asia,Republic of Korea,Chungchongbuk-do,36.9851,127.543,Domestic,Unspecified Bird,10/11/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.683,105.69,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Khanh Hoa,12.255,109.074,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.4782,107.7796,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.478,107.78,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Southern Asia,India,Rajasthan,26.239009,73.436642,Wild,Crane,26/11/2021
H5N1,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.623955,126.861269,Wild,Unspecified Bird,10/11/2021
H5N5,Asia,Southern Asia,Iran  (Islamic Republic of),Ardebil,39.00648,47.68412,Domestic,Unspecified Bird,20/12/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lao Cai,22.541,103.888,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lao Cai,22.504,103.986,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lao Cai,22.504,103.986,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Bac Giang,21.466,106.127,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.135,106.146,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.135,106.146,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.1346,106.1461,Domestic,Unspecified Bird,3/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Ninh Binh,20.094,105.961,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Nghe An,19.261,105.657,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.562,106.0735,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.562,106.0735,Domestic,Unspecified Bird,7/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.562,106.0735,Domestic,Unspecified Bird,7/01/2022
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Tri,16.735,107.187,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,South-Eastern Asia,Viet Nam,Tay Ninh,11.562,106.074,Domestic,Unspecified Bird,30/01/2023
H5N1,Asia,Western Asia,Israel,Northern,32.690157,35.194605,Domestic,Unspecified Bird,16/10/2021
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.688,106.599,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.6883,106.5987,Domestic,Unspecified Bird,3/01/2022
H5N1,Asia,South-Eastern Asia,Viet Nam,Binh Phuoc,11.688,106.599,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.024,106.675,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.024,106.675,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.0243,106.6751,Domestic,Unspecified Bird,3/01/2022
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,25.0287,121.4941,Domestic,Chicken,20/10/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.2674,106.5011,Domestic,Unspecified Bird,3/01/2022
H5Nx,Asia,Central Asia,Kazakhstan,Aktyubinskaya,49.4,58.17,Domestic,Unspecified Bird,11/10/2021
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.680359,120.57911,Domestic,Chicken,20/10/2021
H5Nx,Asia,Central Asia,Kazakhstan,Severo-kazachstanskaya,55.04,70.84,Domestic,Unspecified Bird,6/10/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.222,106.4425,Domestic,Unspecified Bird,20/09/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.222,106.4425,Domestic,Unspecified Bird,3/01/2022
H5Nx,Asia,South-Eastern Asia,Lao People's Democratic Republic,Xiangkhouang,19.450048,103.191944,Domestic,Unspecified Bird,28/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.6075,106.4511,Domestic,Unspecified Bird,20/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.608,106.451,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,21.888,106.804,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,21.8882,106.8036,Domestic,Unspecified Bird,20/09/2021
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.70489,120.47607,Domestic,Duck,19/08/2021
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.78536,120.243693,Domestic,Duck,20/10/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.685,106.252,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.217,106.438,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.462,106.333,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.462,106.333,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,21.6497,106.2722,Domestic,Unspecified Bird,22/08/2021
H5N2,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.801583,120.235143,Domestic,Duck,13/09/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,21.6497,106.2722,Domestic,Unspecified Bird,20/09/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,21.65,106.272,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.9308,105.4959,Domestic,Unspecified Bird,21/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Tri,16.8242,106.9263,Domestic,Unspecified Bird,20/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.9308,105.4959,Domestic,Unspecified Bird,20/09/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Tri,16.824,106.926,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Dak Lak,12.5218,107.9865,Domestic,Unspecified Bird,23/08/2021
H5N8,Asia,Southern Asia,Pakistan,Punjab,30.17566,72.75006,Domestic,Chicken,8/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Dak Lak,12.5218,107.9865,Domestic,Unspecified Bird,20/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Thanh Hoa,19.548,105.768,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Dak Lak,12.522,107.987,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.2171,106.4378,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.2171,106.4378,Domestic,Unspecified Bird,20/09/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.931,105.496,Domestic,Unspecified Bird,30/01/2023
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.69767,120.58481,Domestic,Chicken,6/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Bac Ninh,21.1148,106.2062,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Bac Ninh,21.115,106.206,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.3866,106.451,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Thai Binh,20.387,106.451,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tinh,18.315,106.016,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tinh,18.347,105.993,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.125,105.349,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Nam,15.335,108.198,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tinh,18.3148,106.0163,Domestic,Unspecified Bird,22/08/2021
H5N1,Asia,Eastern Asia,China,Chongqing Shi,29.5637,106.5504,Domestic,Unspecified Bird,5/05/2022
H5N6,Asia,South-Eastern Asia,Viet Nam,Bac Giang,21.145,106.289,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Bac Giang,21.145,106.289,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.1669,105.3574,Domestic,Unspecified Bird,14/07/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.2906,106.4399,Domestic,Unspecified Bird,14/07/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.29061,106.439942,Domestic,Unspecified Bird,21/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.1669,105.3574,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.125,105.3492,Domestic,Unspecified Bird,22/08/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.2906,106.4399,Domestic,Unspecified Bird,20/09/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.167,105.357,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Lao Cai,22.504,103.986,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.088,107.143,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.683,105.69,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Dak Lak,13.114,107.675,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Lang Son,22.291,106.44,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.0888,107.1412,Domestic,Chicken,29/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.0888,107.1412,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.088,107.143,Domestic,Unspecified Bird,30/01/2023
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.8697,105.5117,Domestic,Unspecified Bird,14/07/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.8697,105.5117,Domestic,Unspecified Bird,21/08/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.87,105.512,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.685,106.252,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,Western Asia,Iraq,Wassit,32.629,45.426,Domestic,Unspecified Bird,17/06/2021
H5N8,Asia,Eastern Asia,China,Ningxia Huizu Zizhiqu,37.78,106.779,Wild,Grebe,19/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Hoa Binh,20.418,105.667,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Hoa Binh,20.418,105.667,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,Southern Asia,Iran  (Islamic Republic of),Tehran,35.6592,51.4378,Domestic,Unspecified Bird,21/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.685,106.252,Domestic,Unspecified Bird,30/01/2023
H5N8,Asia,South-Eastern Asia,Viet Nam,Hoa Binh,20.418,105.667,Domestic,Unspecified Bird,30/01/2023
H5N5,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.678595,120.580366,Domestic,Unspecified Bird,21/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.686,106.2501,Domestic,Unspecified Bird,30/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Cao Bang,22.686,106.2501,Domestic,Unspecified Bird,22/08/2021
H5N8,Asia,Western Asia,Iraq,Basrah,30.191,47.73,Domestic,Chicken,3/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Hoa Binh,20.4186,105.6646,Domestic,Unspecified Bird,30/06/2021
H5N8,Asia,South-Eastern Asia,Viet Nam,Hoa Binh,20.4186,105.6646,Domestic,Unspecified Bird,22/08/2021
H5N6,Asia,South-Eastern Asia,Viet Nam,Ha Tay,21.059,105.669,Domestic,Unspecified Bird,30/01/2023
